market,symbol,asset_base,classification,evidence,evidence_source,classification_version,primary_crypto_eligible,all_tradable_usdt_diagnostic
spot,ANIMEBNB,ANIMEBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANIMEFDUSD,ANIMEFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANIMETRY,ANIMETRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANIMEUSDC,ANIMEUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANIMEUSDT,ANIME,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ANKRBNB,ANKRBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANKRBTC,ANKRBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANKRBUSD,ANKRBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANKRPAX,ANKRPAX,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANKRTRY,ANKRTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANKRTUSD,ANKRTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANKRUSDC,ANKRUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANKRUSDT,ANKR,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ANTBNB,ANTBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANTBTC,ANTBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANTBUSD,ANTBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANTUSDT,ANT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ANYBTC,ANYBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANYBUSD,ANYBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANYUSDT,ANY,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,APEAUD,APEAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEBNB,APEBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEBRL,APEBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEBTC,APEBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEBUSD,APEBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEETH,APEETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEEUR,APEEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEFDUSD,APEFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEGBP,APEGBP,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APETRY,APETRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEUSDC,APEUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APEUSDT,APE,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,API3BNB,API3BNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,API3BTC,API3BTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,API3BUSD,API3BUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,API3TRY,API3TRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,API3USDC,API3USDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,API3USDT,API3,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,APPCBNB,APPCBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APPCBTC,APPCBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APPCETH,APPCETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTBRL,APTBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTBTC,APTBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTBUSD,APTBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTETH,APTETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTEUR,APTEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTFDUSD,APTFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTJPY,APTJPY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTTRY,APTTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTU,APTU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTUSDC,APTUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,APTUSDT,APT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ARBBTC,ARBBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBETH,ARBETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBEUR,ARBEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBFDUSD,ARBFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBIDR,ARBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBNB,ARBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBRUB,ARBRUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBTC,ARBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBTRY,ARBTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBTUSD,ARBTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBUSD,ARBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBUSDC,ARBUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARBUSDT,ARB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ARDRBNB,ARDRBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARDRBTC,ARDRBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARDRETH,ARDRETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARDRUSDT,ARDR,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ARFDUSD,ARFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKBTC,ARKBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKBUSD,ARKBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKETH,ARKETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKMBNB,ARKMBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKMBTC,ARKMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKMFDUSD,ARKMFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKMRUB,ARKMRUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKMTRY,ARKMTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKMTUSD,ARKMTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKMUSDC,ARKMUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKMUSDT,ARKM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ARKTRY,ARKTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARKUSDT,ARK,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ARMBUSDT,ARMB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ARNBTC,ARNBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARNETH,ARNETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARPABNB,ARPABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARPABTC,ARPABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARPABUSD,ARPABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARPAETH,ARPAETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARPARUB,ARPARUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARPATRY,ARPATRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARPAUSDT,ARPA,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ARTRY,ARTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARUSDC,ARUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ARUSDT,AR,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ASRBTC,ASRBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASRBUSD,ASRBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASRTRY,ASRTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASRUSDT,ASR,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ASTBTC,ASTBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTERIDR,ASTERIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTERTRY,ASTERTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTERU,ASTERU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTERUSD1,ASTERUSD1,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTERUSDC,ASTERUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTERUSDT,ASTER,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ASTETH,ASTETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTRBTC,ASTRBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTRBUSD,ASTRBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTRETH,ASTRETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ASTRUSDT,ASTR,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ASTUSDT,AST,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ATABNB,ATABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATABTC,ATABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATABUSD,ATABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATAUSDT,ATA,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ATBNB,ATBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATMBTC,ATMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATMBUSD,ATMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATMTRY,ATMTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATMUSDT,ATM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ATOMBIDR,ATOMBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMBNB,ATOMBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMBRL,ATOMBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMBTC,ATOMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMBUSD,ATOMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMETH,ATOMETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMEUR,ATOMEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMFDUSD,ATOMFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMPAX,ATOMPAX,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMTRY,ATOMTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMTUSD,ATOMTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMUSDC,ATOMUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATOMUSDT,ATOM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ATRY,ATRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATTRY,ATTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATUSDC,ATUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ATUSDT,AT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AUCTIONBTC,AUCTIONBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUCTIONBUSD,AUCTIONBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUCTIONFDUSD,AUCTIONFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUCTIONTRY,AUCTIONTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUCTIONUSDC,AUCTIONUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUCTIONUSDT,AUCTION,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AUDBUSD,AUDBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUDIOBTC,AUDIOBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUDIOBUSD,AUDIOBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUDIOTRY,AUDIOTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUDIOUSDT,AUDIO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AUDUSDC,AUDUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUDUSDT,AUD,FIAT_OR_TOKENIZED_FIAT,base asset in frozen fiat/tokenized-fiat list,r1.6 taxonomy v1,r1.6-taxonomy-v1,False,True
spot,AUSDC,AUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUSDT,A,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AUTOBTC,AUTOBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUTOBUSD,AUTOBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AUTOUSDT,AUTO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AVABNB,AVABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVABTC,AVABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVABUSD,AVABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAUSDT,AVA,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AVAXAUD,AVAXAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXBIDR,AVAXBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXBNB,AVAXBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXBRL,AVAXBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXBTC,AVAXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXBUSD,AVAXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXETH,AVAXETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXEUR,AVAXEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXFDUSD,AVAXFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXGBP,AVAXGBP,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXIDR,AVAXIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXTRY,AVAXTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXTUSD,AVAXTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXU,AVAXU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXUSD1,AVAXUSD1,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXUSDC,AVAXUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVAXUSDT,AVAX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AVGOBUSDT,AVGOB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AVNTTRY,AVNTTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVNTU,AVNTU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVNTUSDC,AVNTUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AVNTUSDT,AVNT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AWEBTC,AWEBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AWEUSDT,AWE,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AXLBTC,AXLBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXLFDUSD,AXLFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXLTRY,AXLTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXLUSDT,AXL,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AXSAUD,AXSAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSBIDR,AXSBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSBNB,AXSBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSBRL,AXSBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSBTC,AXSBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSBUSD,AXSBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSETH,AXSETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSTRY,AXSTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSUSDC,AXSUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AXSUSDT,AXS,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AXTIBUSDT,AXTIB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,BABABUSDT,BABAB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,BABYBNB,BABYBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BABYEUR,BABYEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BABYFDUSD,BABYFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BABYTRY,BABYTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BABYUSDC,BABYUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BABYUSDT,BABY,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,BADGERBTC,BADGERBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BADGERBUSD,BADGERBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BADGERUSDT,BADGER,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,BAKEBNB,BAKEBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BAKEBTC,BAKEBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BAKEBUSD,BAKEBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BAKETRY,BAKETRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BAKEUSDT,BAKE,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,BALBNB,BALBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BALBTC,BALBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BALBUSD,BALBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BALUSDT,BAL,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,BANANABNB,BANANABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,BANANABTC,BANANABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
